SQ_PESSOA_VINCULANTE,SQ_PESSOA_VINCULADA,CO_CONDICAO,NO_VINCULO,DT_ENTRADA_SOCIEDADE,DT_INICIO_MANDATO,DT_SAIDA_SOCIEDADE,DT_TERMINO_MANDATO,VL_PARTICIPACAO,DS_CARGO_DIRECAO
561483,561484,801,EMPRESÁRIO,2015-01-28,,,,,
561485,561486,801,EMPRESÁRIO,2015-01-28,,,,,
561487,561488,801,EMPRESÁRIO,2015-01-28,,,,,
561489,561490,801,EMPRESÁRIO,2015-01-28,,,,,
561491,561492,801,EMPRESÁRIO,2015-01-28,,,,,
561493,561494,801,EMPRESÁRIO,2015-01-28,,,,,
561495,561496,801,EMPRESÁRIO,2015-01-28,,,,,
561497,561498,801,EMPRESÁRIO,2015-01-28,,,,,
561499,561500,801,EMPRESÁRIO,2015-01-28,,,,,
561501,561502,801,EMPRESÁRIO,2015-01-28,,,,,
561503,561504,801,EMPRESÁRIO,2015-01-28,,,,,
561505,561506,801,EMPRESÁRIO,2015-01-28,,,,,
561507,561508,801,EMPRESÁRIO,2015-01-28,,,,,
337329,337330,801,EMPRESÁRIO,2007-12-03,,2015-01-29,2015-01-29,,
337329,561852,101,SOCIO,2015-01-30,2015-01-30,,,,
337329,545615,101,SOCIO,2015-09-01,2015-09-01,,,,
337329,337330,101,SOCIO,2015-01-30,2015-01-30,2015-09-01,,,
337329,337330,205,ADMINISTRADOR,2015-01-30,2014-07-30,2015-09-01,,,
337329,561852,205,ADMINISTRADOR,2015-01-30,2015-09-01,,,,
561664,561665,801,EMPRESÁRIO,2015-01-29,,,,,
561666,561667,801,EMPRESÁRIO,2015-01-29,,,,,
561668,561669,801,EMPRESÁRIO,2015-01-29,,,,,
561670,561671,801,EMPRESÁRIO,2015-01-29,,,,,
561672,561673,801,EMPRESÁRIO,2015-01-29,,,,,
561674,561675,801,EMPRESÁRIO,2015-01-29,,,,,
561676,561677,801,EMPRESÁRIO,2015-01-29,,,,,
561678,561679,801,EMPRESÁRIO,2015-01-29,,,,,
561680,561681,801,EMPRESÁRIO,2015-01-29,,,,,
561682,561683,801,EMPRESÁRIO,2015-01-29,,,,,
561684,561685,801,EMPRESÁRIO,2015-01-29,,,,,
561686,561687,801,EMPRESÁRIO,2015-01-29,,,,,
561688,561689,801,EMPRESÁRIO,2015-01-29,,,,,
561690,561691,801,EMPRESÁRIO,2015-01-29,,,,,
561692,561693,801,EMPRESÁRIO,2015-01-29,,,,,
561694,561695,801,EMPRESÁRIO,2015-01-29,,,,,
561696,561697,801,EMPRESÁRIO,2015-01-29,,,,,
561716,561717,801,EMPRESÁRIO,2015-01-29,,,,,
561718,561719,801,EMPRESÁRIO,2015-01-29,,,,,
561720,561721,801,EMPRESÁRIO,2015-01-29,,,,,
561722,561723,801,EMPRESÁRIO,2015-01-29,,,,,
561724,561725,801,EMPRESÁRIO,2015-01-29,,,,,
561726,561727,801,EMPRESÁRIO,2015-01-29,,,,,
561728,561729,801,EMPRESÁRIO,2015-01-29,,,,,
561730,561731,801,EMPRESÁRIO,2015-01-29,,,,,
561732,561733,801,EMPRESÁRIO,2015-01-29,,,,,
562386,562387,801,EMPRESÁRIO,2016-02-18,2016-02-18,,,75000,
561698,561699,801,EMPRESÁRIO,2015-01-29,,,,,
561700,561701,801,EMPRESÁRIO,2015-01-29,,,,,
561702,561703,801,EMPRESÁRIO,2015-01-29,,,,,
561704,561705,801,EMPRESÁRIO,2015-01-29,,,,,
561706,561707,801,EMPRESÁRIO,2015-01-29,,,,,
561708,561709,801,EMPRESÁRIO,2015-01-29,,,,,
561710,561711,801,EMPRESÁRIO,2015-01-29,,,,,
561712,561713,801,EMPRESÁRIO,2015-01-29,,,,,
561714,561715,801,EMPRESÁRIO,2015-01-29,,,,,
563187,563188,203,DIRETOR,2015-02-10,2013-10-01,,2016-09-30,0,
563187,563189,203,DIRETOR,2015-02-10,2013-12-06,,2016-12-05,0,
563187,563189,309,PROCURADOR,2015-02-10,2014-09-30,,2016-12-05,0,
563187,563190,114,ACIONISTA CONTROLADOR,2015-02-10,,,,0,
563187,563191,203,DIRETOR,2015-02-10,2014-09-01,,2017-08-31,0,
563187,563192,203,DIRETOR,2015-02-10,2012-04-02,,2015-04-01,0,
563187,563193,203,DIRETOR,2015-02-10,2012-04-02,,2015-04-01,0,
563187,563193,309,PROCURADOR,2015-02-10,2014-09-30,,2015-04-01,0,
563187,563194,203,DIRETOR,2015-02-10,2012-01-09,,2015-01-08,0,
563187,563195,203,DIRETOR,2015-02-10,2014-05-19,,2017-05-18,0,
563187,563196,203,DIRETOR,2015-02-10,2014-08-01,,2017-07-31,0,
563187,563197,203,DIRETOR,2015-02-10,2014-01-01,,2016-12-31,0,
563187,563198,203,DIRETOR,2015-02-10,2013-02-01,,2016-01-31,0,
563187,563199,114,ACIONISTA CONTROLADOR,2015-02-10,,,,0,
562984,562985,801,EMPRESÁRIO,2015-02-08,,,,75000,
561734,561735,801,EMPRESÁRIO,2015-01-29,,,,,
561736,561737,801,EMPRESÁRIO,2015-01-29,,,,,
561738,561739,801,EMPRESÁRIO,2015-01-29,,,,,
561740,561741,801,EMPRESÁRIO,2015-01-29,,,,,561742,561743,801,EMPRESÁRIO,2015-01-29,,,,,
561794,561795,801,EMPRESÁRIO,2015-01-29,,,,,
561796,561797,801,EMPRESÁRIO,2015-01-29,,,,,
561798,561799,801,EMPRESÁRIO,2015-01-29,,,,,
561800,561801,801,EMPRESÁRIO,2015-01-29,,,,,
561808,561809,801,EMPRESÁRIO,2015-01-30,,,,,
561810,561811,801,EMPRESÁRIO,2015-01-30,,,,,
561812,561813,801,EMPRESÁRIO,2015-01-30,,,,,
561814,561815,801,EMPRESÁRIO,2015-01-30,,,,,
561816,561817,801,EMPRESÁRIO,2015-01-30,,,,,
562611,562612,801,EMPRESÁRIO,2015-01-29,,,,10000,
561818,561819,801,EMPRESÁRIO,2015-01-30,,,,,
562802,538975,114,ACIONISTA CONTROLADOR,2015-02-06,2015-02-06,,,113579906,
562802,538975,203,DIRETOR,2015-02-06,2014-06-26,,,113579906,
562802,538976,114,ACIONISTA CONTROLADOR,2015-02-06,,,,113579906,
562802,540503,114,ACIONISTA CONTROLADOR,2015-02-06,,,,113579906,
562802,540501,114,ACIONISTA CONTROLADOR,2015-02-06,,,,113579906,
562802,538977,114,ACIONISTA CONTROLADOR,2015-02-06,,,,113579906,
562802,540499,114,ACIONISTA CONTROLADOR,2015-02-06,,,,113579906,
562802,540496,114,ACIONISTA CONTROLADOR,2015-02-06,,,,113579906,
562802,540495,114,ACIONISTA CONTROLADOR,2015-02-06,,,,113579906,
562811,562812,203,DIRETOR,2015-02-06,2014-09-05,,,0,
562988,562989,801,EMPRESÁRIO,2015-02-08,,,,75000,
561659,432690,101,SOCIO,2015-01-29,2015-01-29,,,,
561659,432690,205,ADMINISTRADOR,2015-01-29,2015-01-19,,,,
561659,548283,205,ADMINISTRADOR,2015-01-29,2015-01-19,,,,
561659,584018,901,FILIAL NA MESMA UF DA SEDE,2015-07-08,,,,,ADMINISTRADOR
561659,548283,101,SOCIO,2015-01-29,2015-01-29,,,,
561878,561879,101,SOCIO,2015-01-30,,,,,
561878,132676,101,SOCIO,2015-01-30,2015-01-30,,,,
561878,132676,205,ADMINISTRADOR,2015-01-30,2015-01-15,,,,
561746,561747,801,EMPRESÁRIO,2015-01-29,,,,5000,
561750,561751,401,TITULAR PESSOA FÍSICA,2015-01-29,2015-01-29,,,,ADMINISTRADOR
561750,561751,205,ADMINISTRADOR,2015-01-29,2015-01-19,,,,ADMINISTRADOR
561756,561757,101,SOCIO,2015-01-29,,,,,
561756,349412,101,SOCIO,2015-01-29,2015-01-29,,,,
561756,349412,205,ADMINISTRADOR,2015-01-29,2015-01-16,,,,
561654,403028,401,TITULAR PESSOA FÍSICA,2015-01-29,2015-01-29,,,,
561654,403028,205,ADMINISTRADOR,2015-01-29,2015-01-06,,,,
561655,561656,801,EMPRESÁRIO,2016-05-20,2016-05-20,,,0,
561760,561761,101,SOCIO,2015-01-29,,,,,
561760,454233,101,SOCIO,2015-01-29,2015-01-29,,,,
561760,454233,205,ADMINISTRADOR,2015-01-29,2015-01-14,,,,
561625,500045,801,EMPRESÁRIO,2015-11-27,2015-11-27,,,10000,
561762,561763,801,EMPRESÁRIO,2015-01-29,,,,,
561764,561765,801,EMPRESÁRIO,2015-01-29,,,,,
561766,561767,801,EMPRESÁRIO,2015-01-29,,,,,
561768,561769,801,EMPRESÁRIO,2015-01-29,,,,,
561770,561771,801,EMPRESÁRIO,2015-01-29,,,,,
561772,561773,801,EMPRESÁRIO,2015-01-29,,,,,
561774,561775,801,EMPRESÁRIO,2015-01-29,,,,,
561776,561777,801,EMPRESÁRIO,2015-01-29,,,,,
561778,561779,801,EMPRESÁRIO,2015-01-29,,,,,
561780,561781,801,EMPRESÁRIO,2015-01-29,,,,,
561782,561783,801,EMPRESÁRIO,2015-01-29,,,,,
561784,561785,801,EMPRESÁRIO,2015-01-29,,,,,
561786,561787,801,EMPRESÁRIO,2015-01-29,,,,,
561788,561789,801,EMPRESÁRIO,2015-01-29,,,,,
561790,561791,801,EMPRESÁRIO,2015-01-29,,,,,
561792,561793,801,EMPRESÁRIO,2015-01-29,,,,,
561619,561620,801,EMPRESÁRIO,2015-01-29,,,,,
561802,561803,801,EMPRESÁRIO,2015-01-29,,,,,
561804,561805,801,EMPRESÁRIO,2015-01-29,,,,,
561806,561807,801,EMPRESÁRIO,2015-01-29,,,,,
562004,327313,801,EMPRESÁRIO,2015-01-30,,,,50000,
561965,561966,801,EMPRESÁRIO,2015-01-30,,,,,
561967,561968,801,EMPRESÁRIO,2015-01-30,,,,,
561969,561970,801,EMPRESÁRIO,2015-01-30,,,,,
561971,561972,801,EMPRESÁRIO,2015-01-30,,,,,
562022,562023,801,EMPRESÁRIO,2015-01-31,,,,,
562024,562025,801,EMPRESÁRIO,2015-01-31,,,,,
562026,562027,801,EMPRESÁRIO,2015-01-31,,,,,
562028,562029,801,EMPRESÁRIO,2015-01-31,,,,,
562030,562031,801,EMPRESÁRIO,2015-01-31,,,,,
561859,561860,801,EMPRESÁRIO,2015-01-30,,,,10000,
561826,561827,801,EMPRESÁRIO,2015-01-30,,,,1000,
561824,561825,801,EMPRESÁRIO,2015-01-30,,,,20000,
561973,561974,801,EMPRESÁRIO,2015-01-30,,,,,
561975,561976,801,EMPRESÁRIO,2015-01-30,,,,,
562955,562956,801,EMPRESÁRIO,2015-02-07,,,,20000,
564354,564355,401,TITULAR PESSOA FÍSICA,2015-01-30,2015-01-30,,,,ADMINISTRADOR
564354,564355,205,ADMINISTRADOR,2015-01-30,2014-12-05,,,,ADMINISTRADOR
562764,562765,801,EMPRESÁRIO,2015-02-06,,,,10000,
563910,360678,801,EMPRESÁRIO,2015-01-30,2015-02-18,,,10000,
561831,561832,801,EMPRESÁRIO,2015-01-30,,,,50000,
566477,566478,101,SOCIO,2015-01-30,2015-01-30,,,,
566477,566478,205,ADMINISTRADOR,2015-01-30,2014-12-23,,,,
562789,312742,101,SOCIO,2015-02-06,,,,,
562789,21722,316,REPRESENTANTE LEGAL,2015-02-06,2014-12-05,,,,
562789,312742,101,SOCIO,2015-01-30,2015-01-30,2015-07-28,2015-07-28,,
562789,562790,101,SOCIO,2014-12-05,2014-12-05,,,,
562789,562790,205,ADMINISTRADOR,2014-12-05,2014-12-05,,,,
562789,490454,101,SOCIO,2014-12-05,2014-12-05,,,,
562789,490454,205,ADMINISTRADOR,2014-12-05,2014-12-05,,,,
563519,94741,205,ADMINISTRADOR,2015-02-11,2015-01-13,,,,
563519,563520,101,SOCIO,2015-02-11,2015-02-11,2016-04-06,2016-04-06,,
563519,101985,101,SOCIO,2016-03-28,2016-03-28,2016-06-21,2016-06-21,,
563519,623409,101,SOCIO,2016-06-21,2016-06-21,,,,
563519,94741,101,SOCIO,2015-02-11,2015-02-11,,,,
561857,561858,801,EMPRESÁRIO,2015-01-30,,,,200000,
563769,81665,401,TITULAR PESSOA FÍSICA,2015-02-13,2015-02-13,,,,
563769,81665,205,ADMINISTRADOR,2015-02-13,2015-01-27,,,,
567054,567055,801,EMPRESÁRIO,2015-03-06,2015-03-06,,,100000,
567986,567987,801,EMPRESÁRIO,2016-08-19,2016-08-19,,,0,
604354,604355,101,SOCIO,2015-01-30,2015-01-30,,,,
604354,604355,205,ADMINISTRADOR,2015-01-07,2015-01-07,,,,
604354,420433,101,SOCIO,2015-01-30,2015-01-30,,,,
604354,420433,205,ADMINISTRADOR,2015-01-07,2015-01-07,,,,
563927,563928,801,EMPRESÁRIO,2015-02-19,2015-02-19,,,30000,
561887,561888,801,EMPRESÁRIO,2015-01-30,,,,,
561889,561890,801,EMPRESÁRIO,2015-01-30,,,,,
561891,561892,801,EMPRESÁRIO,2015-01-30,,,,,
561893,561894,801,EMPRESÁRIO,2015-01-30,,,,,
561895,561896,801,EMPRESÁRIO,2015-01-30,,,,,
561897,561898,801,EMPRESÁRIO,2015-01-30,,,,,
561899,561900,801,EMPRESÁRIO,2015-01-30,,,,,
561901,561902,801,EMPRESÁRIO,2015-01-30,,,,,
561903,561904,801,EMPRESÁRIO,2015-01-30,,,,,
561905,561906,801,EMPRESÁRIO,2015-01-30,,,,,
561907,561908,801,EMPRESÁRIO,2015-01-30,,,,,
561909,561910,801,EMPRESÁRIO,2015-01-30,,,,,
561911,561912,801,EMPRESÁRIO,2015-01-30,,,,,
561913,561914,801,EMPRESÁRIO,2015-01-30,,,,,
561915,561916,801,EMPRESÁRIO,2015-01-30,,,,,
561917,561918,801,EMPRESÁRIO,2015-01-30,,,,,
561849,561850,801,EMPRESÁRIO,2015-01-30,,,,50000,
561841,487162,801,EMPRESÁRIO,2015-01-30,,,,100000,
562007,562008,801,EMPRESÁRIO,2015-01-30,,,,200000,
562009,562010,801,EMPRESÁRIO,2015-01-30,,,,30000,
562011,562012,801,EMPRESÁRIO,2015-01-30,,,,12000,
561867,115963,801,EMPRESÁRIO,2015-01-30,,,,25000,
561836,561837,401,TITULAR PESSOA FÍSICA,2015-01-30,2015-01-30,,,,ADMINISTRADOR
561836,561837,205,ADMINISTRADOR,2015-01-30,2015-01-12,,,,ADMINISTRADOR
561882,139359,401,TITULAR PESSOA FÍSICA,2015-01-30,2015-01-30,,,,
561882,139359,205,ADMINISTRADOR,2015-01-30,2015-01-19,,,,
561939,561940,801,EMPRESÁRIO,2015-01-30,,,,,
561941,561942,801,EMPRESÁRIO,2015-01-30,,,,,
561943,561944,801,EMPRESÁRIO,2015-01-30,,,,,
561945,561946,801,EMPRESÁRIO,2015-01-30,,,,,
561947,561948,801,EMPRESÁRIO,2015-01-30,,,,,
561949,561950,801,EMPRESÁRIO,2015-01-30,,,,,
561951,561952,801,EMPRESÁRIO,2015-01-30,,,,,
561953,561954,801,EMPRESÁRIO,2015-01-30,,,,,
561955,561956,801,EMPRESÁRIO,2015-01-30,,,,,
561957,561958,801,EMPRESÁRIO,2015-01-30,,,,,
561959,561960,801,EMPRESÁRIO,2015-01-30,,,,,
561961,561962,801,EMPRESÁRIO,2015-01-30,,,,,
561963,561964,801,EMPRESÁRIO,2015-01-30,,,,,
561919,561920,801,EMPRESÁRIO,2015-01-30,,,,,
561921,561922,801,EMPRESÁRIO,2015-01-30,,,,,
561923,561924,801,EMPRESÁRIO,2015-01-30,,,,,
561925,561926,801,EMPRESÁRIO,2015-01-30,,,,,
561927,561928,801,EMPRESÁRIO,2015-01-30,,,,,
561929,561930,801,EMPRESÁRIO,2015-01-30,,,,,
561931,561932,801,EMPRESÁRIO,2015-01-30,,,,,
561933,561934,801,EMPRESÁRIO,2015-01-30,,,,,
561935,561936,801,EMPRESÁRIO,2015-01-30,,,,,
561937,561938,801,EMPRESÁRIO,2015-01-30,,,,,
561865,561866,801,EMPRESÁRIO,2015-01-30,,,,25000,
562016,562017,801,EMPRESÁRIO,2015-01-31,,,,,
562018,562019,801,EMPRESÁRIO,2015-01-31,,,,,
562020,562021,801,EMPRESÁRIO,2015-01-31,,,,,
561874,545151,101,SOCIO,2015-01-30,2015-01-30,,,,
561874,545151,205,ADMINISTRADOR,2015-01-30,2015-01-22,,,,
561874,561875,101,SOCIO,2015-01-30,2015-01-30,,,,
561874,561875,205,ADMINISTRADOR,2015-01-30,2015-01-22,,,,
561876,561877,101,SOCIO,2015-01-30,2015-01-30,,,,
561876,561877,205,ADMINISTRADOR,2015-01-30,2014-12-17,,,,
561876,2796,101,SOCIO,2015-01-30,2015-01-30,,,,
561876,2796,205,ADMINISTRADOR,2015-01-30,2014-12-17,,,,
561820,561821,801,EMPRESÁRIO,2015-01-30,,,,,
561822,561823,801,EMPRESÁRIO,2015-01-30,,,,,
561871,561872,101,SOCIO,2015-01-30,2015-01-30,,,,
561871,561872,205,ADMINISTRADOR,2015-01-30,2015-01-16,,,,
561871,561873,101,SOCIO,2015-01-30,2015-01-30,,,,
561977,561978,801,EMPRESÁRIO,2015-01-30,,,,,
561979,561980,801,EMPRESÁRIO,2015-01-30,,,,,
561981,561982,801,EMPRESÁRIO,2015-01-30,,,,,
561983,561984,801,EMPRESÁRIO,2015-01-30,,,,,
561985,561986,801,EMPRESÁRIO,2015-01-30,,,,,
561987,561988,801,EMPRESÁRIO,2015-01-30,,,,,
561989,561990,801,EMPRESÁRIO,2015-01-30,,,,,
561999,562000,801,EMPRESÁRIO,2015-01-30,,,,25000,
562001,562002,801,EMPRESÁRIO,2015-01-30,,,,25000,
562003,93257,801,EMPRESÁRIO,2015-01-30,,,,25000,
562005,562006,801,EMPRESÁRIO,2015-01-30,,,,40000,
561991,561992,801,EMPRESÁRIO,2015-01-30,,,,,
561993,561994,801,EMPRESÁRIO,2015-01-30,,,,,
561995,561996,801,EMPRESÁRIO,2015-01-30,,,,,
561997,561998,801,EMPRESÁRIO,2015-01-30,,,,,
561883,561884,801,EMPRESÁRIO,2015-01-30,,,,,
561885,561886,801,EMPRESÁRIO,2015-01-30,,,,,
581238,581792,101,SOCIO,2015-06-15,2015-06-15,,,,
581238,527935,101,SOCIO,2015-06-15,2015-06-15,,,,
581238,527935,205,ADMINISTRADOR,2015-05-26,2015-05-26,,,,
581238,527935,801,EMPRESÁRIO,2015-01-30,2015-02-18,2015-06-15,2015-06-15,,
564072,564073,101,SOCIO,2015-02-19,2015-02-19,,,,
564072,564074,101,SOCIO,2015-02-19,2015-02-19,,,,
564072,564074,205,ADMINISTRADOR,2015-02-19,2015-01-31,,,,
562050,562051,801,EMPRESÁRIO,2015-01-31,,,,30000,
563759,10376,101,SOCIO,2015-02-13,2015-02-13,,,,
563759,10376,205,ADMINISTRADOR,2015-02-13,2015-01-31,,,,
563759,24870,205,ADMINISTRADOR,2015-02-13,2015-01-31,,,,
563759,24870,101,SOCIO,2015-02-13,2015-02-13,,,,
562052,562053,801,EMPRESÁRIO,2015-01-31,,,,50000,
562089,562090,801,EMPRESÁRIO,2015-02-01,,,,,
562048,562049,801,EMPRESÁRIO,2015-01-31,,,,40000,
557449,557450,801,EMPRESÁRIO,2015-01-31,,,,0,
562054,562055,801,EMPRESÁRIO,2015-01-31,,,,50000,
562058,562059,801,EMPRESÁRIO,2015-01-31,,,,200000,
562060,562061,801,EMPRESÁRIO,2015-01-31,,,,10000,
562078,562079,801,EMPRESÁRIO,2015-02-01,,,,,
562068,562069,801,EMPRESÁRIO,2015-02-01,,,,,
562070,562071,801,EMPRESÁRIO,2015-02-01,,,,,
562072,562073,801,EMPRESÁRIO,2015-02-01,,,,,
562074,562075,801,EMPRESÁRIO,2015-02-01,,,,,
562076,562077,801,EMPRESÁRIO,2015-01-31,,,,,
562032,562033,801,EMPRESÁRIO,2015-01-31,,,,,
563613,563614,801,EMPRESÁRIO,2015-02-12,,,,80000,
562038,562039,801,EMPRESÁRIO,2015-01-31,,,,30000,
562040,562041,801,EMPRESÁRIO,2015-01-31,,,,30000,
562042,562043,801,EMPRESÁRIO,2015-01-31,,,,30000,
562044,562045,801,EMPRESÁRIO,2015-01-31,,,,45000,
562062,562063,801,EMPRESÁRIO,2015-01-31,,,,50000,
562064,562065,801,EMPRESÁRIO,2015-01-31,,,,,
562066,562067,801,EMPRESÁRIO,2015-01-31,,,,20000,
562066,625640,901,FILIAL NA MESMA UF DA SEDE,2016-07-29,,,,,
562034,562035,801,EMPRESÁRIO,2015-01-31,,,,,
562036,562037,801,EMPRESÁRIO,2015-01-31,,,,,
567067,509820,205,ADMINISTRADOR,2015-05-05,2015-03-12,,,,
567067,104140,205,ADMINISTRADOR,2015-05-05,2015-03-12,,,,
567067,24755,101,SOCIO,2015-05-05,2015-05-05,,,,
567067,24755,205,ADMINISTRADOR,2015-05-05,2015-03-15,,,,
567067,509820,101,SOCIO,2015-02-01,2015-02-01,2016-06-13,2016-06-13,,
567067,104140,101,SOCIO,2015-02-01,2015-02-01,2016-06-13,2016-06-13,,
569300,569301,801,EMPRESÁRIO,2015-04-01,2015-04-01,,,10000,
569146,569147,801,EMPRESÁRIO,2015-04-01,2015-04-01,,,10000,
557619,73729,205,ADMINISTRADOR,2015-02-01,,,,,
557619,340662,101,SOCIO,2015-02-01,2015-02-01,,,,
557619,73729,101,SOCIO,2015-02-01,2015-02-01,,,,
557619,340662,205,ADMINISTRADOR,2015-02-01,,,,,
560246,331335,101,SOCIO,2015-01-19,2015-01-19,,,248560,
560246,331335,205,ADMINISTRADOR,2015-01-19,2015-01-19,,,248560,
560246,331336,101,SOCIO,2015-01-19,2014-12-01,,2015-01-19,180960,
560246,340078,101,SOCIO,2015-01-19,2014-12-01,,2015-01-19,90480,
562087,562088,801,EMPRESÁRIO,2015-02-01,,,,15000,
562082,562083,801,EMPRESÁRIO,2015-02-01,,,,20000,
562084,146679,801,EMPRESÁRIO,2015-02-01,,,,10000,
562085,562086,801,EMPRESÁRIO,2015-02-01,,,,60000,
562091,562092,801,EMPRESÁRIO,2015-02-01,,,,,
562093,562094,801,EMPRESÁRIO,2015-02-01,,,,,
562095,562096,801,EMPRESÁRIO,2015-02-01,,,,,
562097,562098,801,EMPRESÁRIO,2015-02-01,,,,,
562099,562100,801,EMPRESÁRIO,2015-02-01,,,,,
561748,561749,801,EMPRESÁRIO,2015-01-29,,,,10000,
563529,563530,801,EMPRESÁRIO,2015-02-11,,,,35000,
566034,566035,801,EMPRESÁRIO,2015-02-02,2015-03-03,,,20000,
563209,563210,801,EMPRESÁRIO,2015-02-10,,,,25000,
562216,142534,101,SOCIO,2015-02-02,,,,,
562216,348393,101,SOCIO,2015-02-02,,,,,
562216,69116,101,SOCIO,2015-02-02,2015-02-02,,,,
562216,69116,205,ADMINISTRADOR,2015-02-02,2015-01-22,,,,
562216,6345,101,SOCIO,2015-02-02,,,,,
562202,562203,801,EMPRESÁRIO,2015-02-02,,,,,
562204,562205,801,EMPRESÁRIO,2015-02-02,,,,,
562206,562207,801,EMPRESÁRIO,2015-02-02,,,,,
562208,562209,801,EMPRESÁRIO,2015-02-02,,,,,
562210,562211,801,EMPRESÁRIO,2015-02-02,,,,,
562212,562213,801,EMPRESÁRIO,2015-02-02,,,,,
562214,562215,801,EMPRESÁRIO,2015-02-02,,,,,
562218,562219,801,EMPRESÁRIO,2015-02-02,,,,25000,
566476,359345,401,TITULAR PESSOA FÍSICA,2015-02-02,2015-02-02,,,,ADMINISTRADOR
566476,359345,205,ADMINISTRADOR,2015-02-02,2014-12-08,,,,ADMINISTRADOR
566479,347675,401,TITULAR PESSOA FÍSICA,2015-03-10,2015-03-10,,,,
566479,347675,205,ADMINISTRADOR,2015-03-10,2015-02-02,,,,
563407,563408,801,EMPRESÁRIO,2015-02-11,,,,90000,
562110,562111,114,ACIONISTA CONTROLADOR,2015-02-02,2015-02-02,2015-07-01,2015-07-01,333,
562110,562112,114,ACIONISTA CONTROLADOR,2015-02-02,2015-02-02,2015-07-01,2015-07-01,333,
562110,562112,203,DIRETOR,2015-02-02,2015-02-02,2015-07-01,2015-07-01,333,DIRETOR FINANCEIRO
562110,562113,114,ACIONISTA CONTROLADOR,2015-02-02,2015-02-02,2015-07-01,2015-07-01,333,
562110,624561,203,DIRETOR,2015-07-01,2015-07-01,,,0,DIRETOR PRESIDENTE
562110,624562,203,DIRETOR,2015-07-01,2015-07-01,,,0,DIRETOR GERAL
562220,562221,801,EMPRESÁRIO,2015-02-02,,,,30000,
562222,562223,801,EMPRESÁRIO,2015-02-02,,,,30000,
562224,562225,801,EMPRESÁRIO,2015-02-02,,,,,
562246,562247,801,EMPRESÁRIO,2015-02-03,,,,,
562248,562249,801,EMPRESÁRIO,2015-02-03,,,,,
562250,562251,801,EMPRESÁRIO,2015-02-03,,,,,
562252,562253,801,EMPRESÁRIO,2015-02-03,,,,,
562254,562255,801,EMPRESÁRIO,2015-02-03,,,,,
562256,562257,801,EMPRESÁRIO,2015-02-03,,,,,
562258,562259,801,EMPRESÁRIO,2015-02-03,,,,,
562106,562107,801,EMPRESÁRIO,2016-08-29,2016-08-29,,,0,
562115,562116,801,EMPRESÁRIO,2015-02-02,,,,10000,
562117,562118,801,EMPRESÁRIO,2015-02-02,,,,10000,
562122,562123,101,SOCIO,2015-02-02,,,,,
562122,562124,101,SOCIO,2015-02-02,2015-02-02,,,,
562122,83478,101,SOCIO,2015-02-02,2015-02-02,,,,
562122,83478,205,ADMINISTRADOR,2015-02-02,2014-12-05,,,,
562122,562124,205,ADMINISTRADOR,2015-02-02,2014-12-05,,,,
562226,562227,801,EMPRESÁRIO,2015-02-02,,,,,
562228,562229,801,EMPRESÁRIO,2015-02-02,,,,,
562230,562231,801,EMPRESÁRIO,2015-02-02,,,,,
562232,562233,801,EMPRESÁRIO,2015-02-02,,,,,
562234,562235,801,EMPRESÁRIO,2015-02-02,,,,,
562236,562237,801,EMPRESÁRIO,2015-02-02,,,,,
562238,562239,801,EMPRESÁRIO,2015-02-02,,,,,
562128,562129,801,EMPRESÁRIO,2015-02-02,,,,100000,
562132,562133,801,EMPRESÁRIO,2015-02-02,,,,,
562134,562135,801,EMPRESÁRIO,2015-02-02,,,,,
562136,562137,801,EMPRESÁRIO,2015-02-02,,,,,
562138,562139,801,EMPRESÁRIO,2015-02-02,,,,,
562140,562141,801,EMPRESÁRIO,2015-02-02,,,,,
562142,562143,801,EMPRESÁRIO,2015-02-02,,,,,
562144,562145,801,EMPRESÁRIO,2015-02-02,,,,,
562146,562147,801,EMPRESÁRIO,2015-02-02,,,,,
562148,562149,801,EMPRESÁRIO,2015-02-02,,,,,
562150,562151,801,EMPRESÁRIO,2015-02-02,,,,,
562152,562153,801,EMPRESÁRIO,2015-02-02,,,,,
562154,562155,801,EMPRESÁRIO,2015-02-02,,,,,
562156,562157,801,EMPRESÁRIO,2015-02-02,,,,,
562158,562159,801,EMPRESÁRIO,2015-02-02,,,,,
562160,562161,801,EMPRESÁRIO,2015-02-02,,,,,
562162,562163,801,EMPRESÁRIO,2015-02-02,,,,,
562164,562165,801,EMPRESÁRIO,2015-02-02,,,,,
562119,562120,801,EMPRESÁRIO,2015-02-02,,,,10000,
562103,562104,801,EMPRESÁRIO,2015-02-02,,,,100000,
562166,562167,801,EMPRESÁRIO,2015-02-02,,,,,
562168,562169,801,EMPRESÁRIO,2015-02-02,,,,,
562170,562171,801,EMPRESÁRIO,2015-02-02,,,,,
562172,562173,801,EMPRESÁRIO,2015-02-02,,,,,
562174,562175,801,EMPRESÁRIO,2015-02-02,,,,,
562176,562177,801,EMPRESÁRIO,2015-02-02,,,,,
562178,562179,801,EMPRESÁRIO,2015-02-02,,,,,
562180,562181,801,EMPRESÁRIO,2015-02-02,,,,,
562182,562183,801,EMPRESÁRIO,2015-02-02,,,,,
562184,562185,801,EMPRESÁRIO,2015-02-02,,,,,
562186,562187,801,EMPRESÁRIO,2015-02-02,,,,,
